05:21:40: ( 4 , T=P#R=O#211669182540508464 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Zach , Boss Practice Dummy , 35 , 1269233496 , Puncture ) Boss Practice Dummy suffers 35 Physical damage from Zach's Puncture. 
05:29:14: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 494 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 494 Mana.
05:29:15: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:15: ( 27 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 445 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange gives Beawr 445 Mana.
05:29:16: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 439 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 439. 
05:29:17: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 402 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 402. (37 overheal)
05:29:18: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange heals Beawr for 0. (439 overheal)
05:29:18: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1998712331 , Ironpine Melange ) Beawr's Ironpine Melange fades from Beawr.
05:29:21: ( 6 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 328288355 , Wisdom of the Era ) Evigne gains Evigne's Wisdom of the Era.
05:29:23: ( 6 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 2123704026 , Life of the Era ) Evigne gains Evigne's Life of the Era.
05:29:23: ( 7 , T=P#R=O#211669182669369736 , T=P#R=O#211669182669369736 , T=X#R=X#0 , T=X#R=X#0 , Draklinthor , Draklinthor , 0 , 862002525 , Shield of the Hero ) Draklinthor's Shield of the Hero fades from Draklinthor.
05:29:23: ( 6 , T=P#R=O#211669182669369736 , T=P#R=O#211669182669369736 , T=X#R=X#0 , T=X#R=X#0 , Draklinthor , Draklinthor , 0 , 862002525 , Shield of the Hero ) Draklinthor gains Draklinthor's Shield of the Hero.
05:29:24: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 133 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 133. 
05:29:24: ( 6 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 982806151 , Healing Spray ) Evigne gains Evigne's Healing Spray.
05:29:25: ( 6 , T=P#R=O#211669182669369736 , T=P#R=O#211669182669369736 , T=X#R=X#0 , T=X#R=X#0 , Draklinthor , Draklinthor , 0 , 1005772382 , Aegis of Vitality ) Draklinthor gains Draklinthor's Aegis of Vitality.
05:29:26: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 133 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 133. 
05:29:27: ( 7 , T=P#R=O#211669182669369736 , T=P#R=O#211669182669369736 , T=X#R=X#0 , T=X#R=X#0 , Draklinthor , Draklinthor , 0 , 1557281695 , Storm Blade ) Draklinthor's Storm Blade fades from Draklinthor.
05:29:27: ( 6 , T=P#R=O#211669182669369736 , T=P#R=O#211669182669369736 , T=X#R=X#0 , T=X#R=X#0 , Draklinthor , Draklinthor , 0 , 1557281695 , Storm Blade ) Draklinthor gains Draklinthor's Storm Blade.
05:29:28: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 31 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 31. (102 overheal)
05:29:30: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 0. (133 overheal)
05:29:31: ( 6 , T=P#R=O#211669182720080577 , T=P#R=O#211669182720080577 , T=X#R=X#0 , T=X#R=X#0 , Fre , Fre , 0 , 1903177846 , Stealth ) Fre gains Fre's Stealth.
05:29:32: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 0. (133 overheal)
05:29:34: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 0. (133 overheal)
05:29:36: ( 5 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 982806151 , Healing Spray ) Evigne's Healing Spray heals Evigne for 0. (133 overheal)
05:29:37: ( 7 , T=P#R=O#211669182658543275 , T=P#R=O#211669182658543275 , T=X#R=X#0 , T=X#R=X#0 , Evigne , Evigne , 0 , 982806151 , Healing Spray ) Evigne's Healing Spray fades from Evigne.
05:29:54: ( 7 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 862002525 , Shield of the Hero ) Wolfeael's Shield of the Hero fades from Wolfeael.
05:29:54: ( 6 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 862002525 , Shield of the Hero ) Wolfeael gains Wolfeael's Shield of the Hero.
05:29:56: ( 6 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 1842798307 , Icy Vortex ) Razzldazzl gains Razzldazzl's Icy Vortex.
05:29:56: ( 7 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 478081866 , Binding of Affliction ) Wolfeael's Binding of Affliction fades from Wolfeael.
05:29:56: ( 6 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 478081866 , Binding of Affliction ) Wolfeael gains Wolfeael's Binding of Affliction.
05:29:57: ( 6 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 1479480529 , Static Barrier ) Razzldazzl gains Razzldazzl's Static Barrier.
05:29:58: ( 7 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 243901481 , Crest of the Abyss ) Wolfeael's Crest of the Abyss fades from Wolfeael.
05:29:58: ( 6 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 243901481 , Crest of the Abyss ) Wolfeael gains Wolfeael's Crest of the Abyss.
05:30:00: ( 7 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 1303442702 , Aegis of Vitality ) Wolfeael's Aegis of Vitality fades from Wolfeael.
05:30:00: ( 6 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 1303442702 , Aegis of Vitality ) Wolfeael gains Wolfeael's Aegis of Vitality.
05:30:06: ( 7 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 1842798307 , Icy Vortex ) Razzldazzl's Icy Vortex fades from Razzldazzl.
05:30:07: ( 7 , T=P#R=O#211669182499615385 , T=P#R=O#211669182499615385 , T=X#R=X#0 , T=X#R=X#0 , Famine , Famine , 0 , 1250691886 , Combat Pose ) Famine's Combat Pose fades from Famine.
05:30:13: ( 6 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 34474408 , Static Discharge ) Razzldazzl gains Razzldazzl's Static Discharge.
05:30:13: ( 8 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 1055878322 , Static Discharge ) Razzldazzl is afflicted by Razzldazzl's Static Discharge.
05:30:14: ( 6 , T=N#R=O#9223372042011087985 , T=N#R=O#9223372042011087985 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , Lesser Earth Elemental , Lesser Earth Elemental , 0 , 34474408 , Static Discharge ) Lesser Earth Elemental gains Lesser Earth Elemental's Static Discharge.
05:30:14: ( 8 , T=N#R=O#9223372042011087985 , T=N#R=O#9223372042011087985 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , Lesser Earth Elemental , Lesser Earth Elemental , 0 , 1055878322 , Static Discharge ) Lesser Earth Elemental is afflicted by Lesser Earth Elemental's Static Discharge.
05:30:19: ( 7 , T=P#R=O#211669182718118268 , T=P#R=O#211669182718118268 , T=X#R=X#0 , T=X#R=X#0 , Wolfeael , Wolfeael , 0 , 639820241 , Mariel-Taun's Blessing ) Wolfeael's Mariel-Taun's Blessing fades from Wolfeael.
05:30:22: ( 14 , T=P#R=O#211669182666964512 , T=P#R=O#211669182666964512 , T=X#R=X#0 , T=X#R=X#0 , Caitlsa , Caitlsa , 412 , 316931269 , Falling Damage ) Caitlsa takes 412 damage from Falling Damage. 
05:30:49: ( 7 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 34474408 , Static Discharge ) Razzldazzl's Static Discharge fades from Razzldazzl.
05:30:49: ( 7 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 1479480529 , Static Barrier ) Razzldazzl's Static Barrier fades from Razzldazzl.
05:30:50: ( 1 , T=P#R=O#211669182723999687 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Goonberry , Unknown , 0 , 1693236319 , Summon: Bogling Wastrel ) Goonberry begins casting Summon: Bogling Wastrel.
05:31:14: ( 9 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , T=X#R=X#0 , T=X#R=X#0 , Razzldazzl , Razzldazzl , 0 , 1055878322 , Static Discharge ) Razzldazzl's Static Discharge dissipates from Razzldazzl.
05:31:14: ( 7 , T=N#R=O#9223372042011087985 , T=N#R=O#9223372042011087985 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , Lesser Earth Elemental , Lesser Earth Elemental , 0 , 34474408 , Static Discharge ) Lesser Earth Elemental's Static Discharge fades from Lesser Earth Elemental.
05:31:14: ( 9 , T=N#R=O#9223372042011087985 , T=N#R=O#9223372042011087985 , T=P#R=O#211669182557753792 , T=P#R=O#211669182557753792 , Lesser Earth Elemental , Lesser Earth Elemental , 0 , 1055878322 , Static Discharge ) Lesser Earth Elemental's Static Discharge dissipates from Lesser Earth Elemental.
05:31:19: ( 1 , T=P#R=O#211669182499617226 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Syl , Unknown , 0 , 1790356495 , Changing Role ) Syl begins casting Changing Role.
05:31:34: ( 6 , T=P#R=O#211669182666962888 , T=P#R=O#211669182666962888 , T=X#R=X#0 , T=X#R=X#0 , Jazzmin , Jazzmin , 0 , 1697749612 , Motivational Roar ) Jazzmin gains Jazzmin's Motivational Roar.
05:31:34: ( 6 , T=P#R=O#211669182666962888 , T=N#R=O#9223372043051154092 , T=X#R=X#0 , T=P#R=O#211669182666962888 , Jazzmin , White Bunny , 0 , 1697749612 , Motivational Roar ) White Bunny gains Jazzmin's Motivational Roar.
05:31:55: ( 1 , T=P#R=O#211669182499617226 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Syl , Unknown , 0 , 1524707111 , Changing Role ) Syl begins casting Changing Role.
