19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
19:34:48: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 184 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 184 Death damage. 
19:34:48: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 138 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 138 Death damage from Aoife's Dark Touch. 
19:34:48: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:34:49: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:34:49: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:34:49: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:34:49: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:34:49: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:34:49: ( 9 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 623296176 , Quick Shot ) Er's Quick Shot dissipates from Elite Practice Dummy.
19:34:49: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 50 , 623296176 , Quick Shot ) Er's Quick Shot critically hits Elite Practice Dummy for 50 Physical damage. 
19:34:49: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 50 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 50 Physical damage. 
19:34:49: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 346 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 346 Death damage. 
19:34:50: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 660 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 660 Death damage. 
19:34:50: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 123 , 993221111 , Necrosis ) Boss Practice Dummy suffers 123 Death damage from Aoife's Necrosis. 
19:34:50: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:34:50: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 138 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 138 Death damage from Aoife's Dark Touch. 
19:34:50: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:34:50: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
19:34:50: ( 27 , T=P#R=O#211669182557759289 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , Er , Er , 1 , 1239869022 , Opportunity ) Er's Opportunity gives Er 1 .
19:34:50: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:34:50: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:34:50: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 171 Death damage. 
19:34:50: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 190 , 1508417013 , Rapid Fire Shot ) Er's Rapid Fire Shot hits Elite Practice Dummy for 190 Physical damage. 
19:34:51: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 942 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 942 Death damage. 
19:34:51: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 346 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 346 Death damage. 
19:34:52: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 57 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 57 Physical damage. 
19:34:52: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 123 , 1918871266 , Master Archer ) Er's Master Archer hits Elite Practice Dummy for 123 Air damage. 
19:34:52: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:34:52: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
19:34:52: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
19:34:52: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 123 , 993221111 , Necrosis ) Boss Practice Dummy suffers 123 Death damage from Aoife's Necrosis. 
19:34:52: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Aoife's Dark Touch hits Boss Practice Dummy for 143 Death damage. 
19:34:52: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 65 , 1740119144 , Virulent Poison ) Er's Virulent Poison hits Elite Practice Dummy for 65 Water damage. 
19:34:52: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
19:34:52: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:34:52: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:34:52: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 171 Death damage. 
19:34:53: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 628 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 628 Death damage. 
19:34:53: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 231 , 764255181 , Defile ) Boss Practice Dummy suffers 231 Death damage from Aoife's Defile. 
19:34:53: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:34:53: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
19:34:54: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:34:54: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:34:54: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 171 Death damage. 
19:34:54: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 184 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 184 Death damage. 
19:34:54: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 215 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 215 Death damage. 
19:34:54: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 132 , 1210012596 , Auto Attack ) Er's Auto Attack critically hits Elite Practice Dummy for 132 Physical damage. 
19:34:54: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 107 , 1918871266 , Master Archer ) Er's Master Archer hits Elite Practice Dummy for 107 Air damage. 
19:34:55: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:34:55: ( 23 , T=N#R=O#9223372039469429131 , T=P#R=O#211669182715736592 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Allyxiss , 8 , 32 , attack ) Abyssal Infiltrator's attack critically hits Allyxiss for 8 Physical damage. 
19:34:55: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Aoife's Defile dissipates from Boss Practice Dummy.
19:34:55: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:34:55: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
19:34:56: ( 6 , T=P#R=O#211669182715736592 , T=P#R=O#211669182715736592 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Allyxiss , 0 , 585757222 , Fiery Burst ) Allyxiss gains Allyxiss's Fiery Burst.
19:34:56: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 171 Death damage from Aoife's Life Leech. 
19:34:56: ( 7 , T=P#R=O#211669182715736592 , T=P#R=O#211669182715736592 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Allyxiss , 0 , 585757222 , Fiery Burst ) Allyxiss's Fiery Burst fades from Allyxiss.
19:34:56: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
19:34:56: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 123 , 993221111 , Necrosis ) Boss Practice Dummy suffers 123 Death damage from Aoife's Necrosis. 
19:34:56: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 627 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 627 Death damage. 
19:34:56: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 143 Death damage from Aoife's Dark Touch. 
19:34:56: ( 8 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 0 , 1549220659 , Fiery Burst ) Abyssal Infiltrator is afflicted by Allyxiss's Fiery Burst.
19:34:56: ( 23 , T=N#R=O#9223372047180340168 , T=N#R=O#9223372039469429131 , T=P#R=O#211669182715736592 , T=X#R=X#0 , Falcon , Abyssal Infiltrator , 65 , 1340496151 , Bite ) Falcon's Bite critically hits Abyssal Infiltrator for 65 Physical damage. 
19:34:56: ( 3 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 99 , 2120130376 , Flamespear ) Allyxiss's Flamespear hits Abyssal Infiltrator for 99 Fire damage. 
19:34:57: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
19:34:57: ( 6 , T=N#R=O#9223372039469429131 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Abyssal Infiltrator , 0 , 1382508543 , Glacial Shield ) Abyssal Infiltrator gains Abyssal Infiltrator's Glacial Shield.
19:34:57: ( 3 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 30 , 1678936251 , Auto Attack ) Allyxiss's Auto Attack hits Abyssal Infiltrator for 30 Physical damage. 
19:34:57: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:34:57: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:34:57: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 171 Death damage. 
19:34:57: ( 3 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 0 , 1549220659 , Fiery Burst ) Allyxiss's Fiery Burst hits Abyssal Infiltrator for 0 Fire damage. (62 absorbed)
19:34:57: ( 3 , T=N#R=O#9223372039469429131 , T=P#R=O#211669182715736592 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Allyxiss , 4 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield hits Allyxiss for 4 Water damage. 
19:34:57: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 85 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 85 Physical damage. 
19:34:57: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
19:34:58: ( 3 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 0 , 228269549 , Static Shock ) Allyxiss's Static Shock hits Abyssal Infiltrator for 0 Air damage. (22 absorbed)
19:34:58: ( 3 , T=N#R=O#9223372039469429131 , T=P#R=O#211669182715736592 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Allyxiss , 4 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield hits Allyxiss for 4 Water damage. 
19:34:58: ( 4 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 0 , 1549220659 , Fiery Burst ) Abyssal Infiltrator suffers 0 Fire damage from Allyxiss's Fiery Burst. (62 absorbed)
19:34:58: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
19:34:58: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 623 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 623 Death damage. 
19:34:58: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 257 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 257 Death damage. 
19:34:58: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 143 Death damage from Aoife's Dark Touch. 
19:34:58: ( 7 , T=N#R=O#9223372039469429131 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Abyssal Infiltrator , 0 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield fades from Abyssal Infiltrator.
19:34:58: ( 3 , T=N#R=O#9223372047180340168 , T=N#R=O#9223372039469429131 , T=P#R=O#211669182715736592 , T=X#R=X#0 , Falcon , Abyssal Infiltrator , 29 , 1340496151 , Bite ) Falcon's Bite hits Abyssal Infiltrator for 29 Physical damage. (14 absorbed)
19:34:58: ( 3 , T=N#R=O#9223372039469429131 , T=N#R=O#9223372047180340168 , T=X#R=X#0 , T=P#R=O#211669182715736592 , Abyssal Infiltrator , Falcon , 4 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield hits Falcon for 4 Water damage. 
19:34:58: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:34:58: ( 10 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 0 , 2014675980 , Searing Strike ) Allyxiss's Searing Strike misses Abyssal Infiltrator.
19:34:59: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
19:34:59: ( 3 , T=N#R=O#9223372039469429131 , T=P#R=O#211669182715736592 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Allyxiss , 21 , 1592331833 , Massive Blow ) Abyssal Infiltrator's Massive Blow hits Allyxiss for 21 Physical damage. 
19:34:59: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 171 Death damage from Aoife's Life Leech. 
19:34:59: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
19:34:59: ( 4 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 62 , 1549220659 , Fiery Burst ) Abyssal Infiltrator suffers 62 Fire damage from Allyxiss's Fiery Burst. 
19:34:59: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:34:59: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:34:59: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 230 Death damage. 
19:34:59: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:35:00: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 77 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 77 Physical damage. 
19:35:00: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 257 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 257 Death damage. 
19:35:00: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 143 Death damage from Aoife's Dark Touch. 
19:35:00: ( 9 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 0 , 1549220659 , Fiery Burst ) Allyxiss's Fiery Burst dissipates from Abyssal Infiltrator.
19:35:00: ( 4 , T=P#R=O#211669182715736592 , T=N#R=O#9223372039469429131 , T=X#R=X#0 , T=X#R=X#0 , Allyxiss , Abyssal Infiltrator , 62 , 1549220659 , Fiery Burst ) Abyssal Infiltrator suffers 62 Fire damage from Allyxiss's Fiery Burst. 
