06:48:10: ( 7 , T=P#R=O#211669182502159132 , T=P#R=O#211669182502159132 , T=X#R=X#0 , T=X#R=X#0 , Erhellen , Erhellen , 0 , 1092610256 , Temporary Rune Buff ) Erhellen's Temporary Rune Buff fades from Erhellen.
06:49:30: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 168 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 168 Death damage. 
06:49:30: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 148 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 148 Death damage from Aoife's Dark Touch. 
06:49:31: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:49:31: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 923 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 923 Death damage. 
06:49:31: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 923 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 923 Death damage. 
06:49:31: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 384 , 764255181 , Defile ) Aoife's Defile critically hits Boss Practice Dummy for 384 Death damage. 
06:49:32: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (68 overheal)
06:49:32: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:49:32: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:49:32: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 176 Death damage. 
06:49:32: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
06:49:32: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
06:49:32: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
06:49:32: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Aoife's Dark Touch hits Boss Practice Dummy for 153 Death damage. 
06:49:32: ( 1 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Unknown , 0 , 976350458 , Land Mines ) Shananise begins casting Land Mines.
06:49:33: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:49:34: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 256 , 764255181 , Defile ) Boss Practice Dummy suffers 256 Death damage from Aoife's Defile. 
06:49:34: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:49:34: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (68 overheal)
06:49:34: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 176 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 176 Death damage from Aoife's Life Leech. 
06:49:34: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 130 , 993221111 , Necrosis ) Boss Practice Dummy suffers 130 Death damage from Aoife's Necrosis. 
06:49:34: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
06:49:34: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 528423916 , Neddra's Torture ) Aoife's Neddra's Torture dissipates from Boss Practice Dummy.
06:49:34: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 803 , 528423916 , Neddra's Torture ) Aoife's Neddra's Torture critically hits Boss Practice Dummy for 803 Death damage. 
06:49:35: ( 27 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 30 , 1590683604 , Charge Energy Refund ) Shananise's Charge Energy Refund gives Shananise 30 Energy.
06:49:35: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
06:49:36: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Aoife's Defile dissipates from Boss Practice Dummy.
06:49:36: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
06:49:36: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
06:49:36: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 561625746 , Concussion Charge ) Kaoz is afflicted by Shananise's Concussion Charge.
06:49:36: ( 8 , T=P#R=O#211669182725801768 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Shananise , 0 , 1013777029 , Thread the Trees ) Shananise is afflicted by Kaoz's Thread the Trees.
06:49:36: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
06:49:36: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 171 Death damage from Aoife's Life Leech. 
06:49:36: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 657 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 657 Death damage. 
06:49:36: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 413 , 116568376 , Land Mines ) Shananise's Land Mines hits Kaoz for 413 Earth damage. 
06:49:36: ( 26 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 116568376 , Land Mines ) Kaoz is immune to Shananise's Land Mines.
06:49:36: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 149 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 149 Death damage from Aoife's Dark Touch. 
06:49:36: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 561625746 , Concussion Charge ) Kaoz is afflicted by Shananise's Concussion Charge.
06:49:36: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:49:37: ( 9 , T=P#R=O#211669182725801768 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Shananise , 0 , 1013777029 , Thread the Trees ) Kaoz's Thread the Trees dissipates from Shananise.
06:49:37: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:49:37: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:49:37: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:49:37: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 528423916 , Neddra's Torture ) Aoife begins casting Neddra's Torture.
06:49:37: ( 26 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 116568376 , Land Mines ) Kaoz is immune to Shananise's Land Mines.
06:49:37: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 418 , 116568376 , Land Mines ) Shananise's Land Mines hits Kaoz for 418 Earth damage. 
06:49:37: ( 3 , T=P#R=O#211669182725801768 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Shananise , 355 , 1608993838 , Path of the Hurricane ) Kaoz's Path of the Hurricane hits Shananise for 355 Physical damage. 
06:49:37: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 561625746 , Concussion Charge ) Kaoz is afflicted by Shananise's Concussion Charge.
06:49:37: ( 27 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 1 , 740830348 , Weapon Master ) Kaoz's Weapon Master gives Kaoz 1 .
06:49:38: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
06:49:38: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:49:38: ( 26 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 116568376 , Land Mines ) Kaoz is immune to Shananise's Land Mines.
06:49:38: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 412 , 116568376 , Land Mines ) Shananise's Land Mines hits Kaoz for 412 Earth damage. 
06:49:38: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
06:49:38: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 528423916 , Neddra's Torture ) Boss Practice Dummy is afflicted by Aoife's Neddra's Torture.
06:49:38: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
06:49:38: ( 6 , T=P#R=O#211669182725801768 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Kaoz , 0 , 1072235379 , Strike Like Iron ) Kaoz gains Kaoz's Strike Like Iron.
06:49:38: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 561625746 , Concussion Charge ) Kaoz is afflicted by Shananise's Concussion Charge.
06:49:39: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (71 overheal)
06:49:39: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 183 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 183 Death damage from Aoife's Life Leech. 
06:49:39: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1088 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1088 Death damage. 
06:49:39: ( 15 , T=P#R=O#211669182725801768 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Kaoz , Shananise , 0 , 241210473 , Path of the Wind ) Shananise dodges Kaoz's Path of the Wind.
06:49:39: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 561625746 , Concussion Charge ) Kaoz is afflicted by Shananise's Concussion Charge.
06:49:40: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 202 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 202 Death damage. 
06:49:40: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
06:49:40: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:49:40: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:49:40: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 247 Death damage. 
06:49:40: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 164 , 1904902467 , Waning Shadesource ) Shananise's Waning Shadesource heals Shananise for 164. 
06:49:40: ( 9 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 561625746 , Concussion Charge ) Shananise's Concussion Charge dissipates from Kaoz.
06:49:40: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 289 , 1900237252 , High Explosives ) Shananise's High Explosives hits Kaoz for 289 Physical damage. 
06:49:40: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 395 , 941276274 , Detonate ) Shananise's Detonate hits Kaoz for 395 Physical damage. 
06:49:40: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 101 , 1904902467 , Waning Shadesource ) Shananise's Waning Shadesource hits Kaoz for 101 Death damage. 
06:49:40: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 203 , 1816129489 , Charge Booster ) Shananise's Charge Booster hits Kaoz for 203 Physical damage. 
06:49:40: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:49:40: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
06:49:40: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 1188094373 , Concussion Charge ) Kaoz is afflicted by Shananise's Concussion Charge.
06:49:41: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:49:41: ( 23 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 63 , 2011189188 , Auto Attack ) Shananise's Auto Attack critically hits Kaoz for 63 Physical damage. 
06:49:41: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 1222178865 , Blast Charge ) Kaoz is afflicted by Shananise's Blast Charge.
06:49:42: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 202 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 202 Death damage. 
06:49:42: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (96 overheal)
06:49:42: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:49:42: ( 4 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 274 , 1900237252 , High Explosives ) Kaoz suffers 274 Physical damage from Shananise's High Explosives. 
06:49:42: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 247 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 247 Death damage from Aoife's Life Leech. 
06:49:42: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 153 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 153 Death damage from Aoife's Dark Touch. 
06:49:42: ( 3 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 27 , 1270156362 , Auto Attack ) Shananise's Auto Attack hits Kaoz for 27 Physical damage. 
06:49:42: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 1222178865 , Blast Charge ) Kaoz is afflicted by Shananise's Blast Charge.
06:49:43: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1552 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1552 Death damage. 
06:49:43: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (92 overheal)
06:49:43: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:49:43: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:49:43: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 236 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 236 Death damage. 
06:49:43: ( 8 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 1222178865 , Blast Charge ) Kaoz is afflicted by Shananise's Blast Charge.
06:49:44: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 134 , 993221111 , Necrosis ) Boss Practice Dummy suffers 134 Death damage from Aoife's Necrosis. 
06:49:44: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:49:44: ( 4 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 208 , 1900237252 , High Explosives ) Kaoz suffers 208 Physical damage from Shananise's High Explosives. 
06:49:44: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1028 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1028 Death damage. 
06:49:44: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 230 Death damage. 
06:49:44: ( 9 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 0 , 1222178865 , Blast Charge ) Shananise's Blast Charge dissipates from Kaoz.
06:49:44: ( 23 , T=P#R=O#211669182611350183 , T=P#R=O#211669182725801768 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Kaoz , 329 , 1571465946 , Blast Charge ) Shananise's Blast Charge critically hits Kaoz for 329 Physical damage. 
